Experiment,B_Ramp_Angle,B_Diffusor_Angle,B_Trunklid_Angle,C_Side_Mirrors_Rotation,D_Rear_Window_Inclination,D_Winscreen_Inclination,C_Side_Mirrors_Translate_X,C_Side_Mirrors_Translate_Z,D_Winscreen_Length,D_Rear_Window_Length,E_A_B_C_Pillar_Thickness,G_Trunklid_Curvature,G_Trunklid_Length,H_Front_Bumper_Curvature,H_Front_Bumper_Length,F_Door_Handles_Thickness,F_Door_Handles_Z_Position,E_Fenders_Arch_Offset,A_Car_Length,F_Door_Handles_X_Position,A_Car_Width,A_Car_Roof_Height,A_Car_Green_House_Angle,Average Cd,Std Cd
E_S_WWC_WM_331,12.633,-5.86005,17.186,2.72671,-1.17,2.37,8.54318,-1.72269,-29.3732,135.175,-12.9502,0.0,23.1238,-0.3,28.7113,-12.324,-25.4865,34.8248,16.3146,-20.7042,-8.28156,-17.7011,-68.1126,0.2755492230431893,0.0038665290151636
E_S_WWC_WM_332,-3.17322,-4.6621,16.3721,4.84134,-1.77,0.86,8.77888,0.948831,7.38669,-36.7446,-1.37703,0.4,-15.0466,-0.3,-16.495,-5.97248,-5.2878,-1.33546,10.6307,38.1732,-41.7293,-5.00073,103.245,0.2595134822790698,0.0095996500618416
E_S_WWC_WM_333,10.7475,1.92059,-0.499089,-16.6172,1.74,0.55,-0.491868,9.8686,-28.3721,-30.5641,3.30376,-0.2,16.3593,0.4,-19.8234,5.06062,-16.8929,21.9639,13.777,41.6849,-44.7929,67.4999,-139.882,0.2630234587275747,0.008728177903951
E_S_WWC_WM_334,10.2953,-1.09839,0.642842,19.5628,2.36,0.06,2.37659,5.91881,38.7112,-67.2589,-4.55339,-0.1,24.704,0.5,-9.81795,11.0792,-7.18515,18.9536,17.8193,-11.8129,148.67,-16.1829,35.1907,0.2479873702126246,0.0081400390098275
E_S_WWC_WM_335,2.44122,7.65222,-5.51231,16.6888,2.05,0.94,-6.21613,2.45244,-23.3352,102.215,-0.614546,0.7,-6.91031,0.1,-22.7709,24.0664,13.9952,48.1174,6.30713,35.7724,3.74546,-22.3764,-105.964,0.3123072161328903,0.0098155462295971
E_S_WWC_WM_336,-0.578123,14.4885,9.16648,11.9434,-1.07,-1.53,4.40229,0.465503,-16.6626,135.305,-10.9032,-0.3,-15.9372,-0.1,-3.24966,1.67658,-22.9689,4.98423,120.104,-47.6385,39.8811,10.6289,130.385,0.3000075441960133,0.0136438987010599
E_S_WWC_WM_337,-1.95605,-7.79045,-6.22147,13.7199,0.94,0.77,-5.68636,-0.0200747,26.4843,29.6314,-4.35783,0.8,-17.8165,0.0,51.4735,-11.8715,-21.1578,11.2857,117.914,49.9911,0.495898,26.1701,-76.3287,0.2522493829700997,0.0048834999345671
E_S_WWC_WM_338,6.49807,9.91737,-1.84785,5.01851,0.89,-1.21,17.6627,9.81659,-48.8044,124.721,-2.73426,0.0,22.0631,0.2,-18.2871,-10.3349,-15.4048,7.9137,-6.44178,-9.46237,-23.8676,30.6879,44.8064,0.2921869444784053,0.0132455361836836
E_S_WWC_WM_340,-3.08048,12.4585,12.996,-8.49544,0.77,0.51,18.0981,7.10315,-32.3002,-22.3535,-9.14116,0.0,7.64005,0.6,37.1355,-19.2919,-28.3127,-23.7936,102.109,32.1505,5.83501,53.0754,-57.7208,0.2574971541328903,0.0084674823305489
E_S_WWC_WM_341,-4.97236,-4.94871,10.5647,4.2518,1.82,-0.87,14.4313,0.62972,-47.0265,-47.2417,-0.0769903,-0.2,-21.4384,0.0,31.2077,25.5614,-17.8279,35.0147,88.8281,7.90215,-10.2436,37.2119,148.89,0.2575118927009967,0.0084161393171009
E_S_WWC_WM_343,-4.78849,3.0891,12.0419,-1.18113,0.6,0.59,12.8766,3.6922,-23.2156,-33.9988,-13.7654,-0.2,-16.2081,0.6,18.6404,-10.1637,6.03442,-2.98264,129.304,-27.9975,41.9973,-31.7624,142.64,0.2707857804518273,0.0126144067118774
E_S_WWC_WM_345,-0.221488,9.31955,-5.94355,16.6507,1.52,-0.88,-6.10652,-1.27733,23.6581,-90.3368,4.59889,0.0,-16.3686,-0.2,9.52686,14.2903,-9.7603,-4.81778,98.9452,44.9026,29.8651,5.33056,90.2908,0.2566900092259135,0.0091376528476806
E_S_WWC_WM_346,-1.4418,14.5288,4.73723,-14.6737,-0.23,-0.91,6.21928,-2.02046,16.2468,-94.3469,-3.39965,0.7,1.73972,0.5,41.5787,-9.26011,-7.2127,1.56144,-30.522,28.1677,67.696,29.0997,132.081,0.2700173959767442,0.0099739543678293
E_S_WWC_WM_347,-0.473037,14.3077,12.6565,18.3301,0.25,0.52,14.3121,4.78959,-1.20435,8.37807,-10.8651,0.1,0.999202,0.9,37.8127,23.7151,14.3982,20.6623,-59.1558,8.48769,-55.2232,-35.1545,127.047,0.3076885337142857,0.0087958717016549
E_S_WWC_WM_348,-6.81073,-6.21495,11.873,-5.04371,-0.39,0.94,-2.67982,6.029,39.048,-36.1935,-1.86766,0.6,15.2604,0.1,56.1875,-2.49035,-22.2446,12.5853,49.1689,6.61633,131.467,58.755,-73.885,0.2534852715249169,0.0039370185358811
E_S_WWC_WM_349,2.77386,6.92739,18.6462,10.7523,-1.34,1.02,-0.638662,7.50636,33.6654,92.4451,-14.9069,0.2,19.7147,-0.3,37.2711,12.4071,22.6441,20.4072,47.7272,26.6183,-37.3922,4.8239,-7.74828,0.2873534646777408,0.0092336602589531
E_S_WWC_WM_350,14.6463,-6.79542,15.2639,-7.78832,-0.61,0.59,-4.2173,6.30112,-17.5065,70.9935,4.02518,-0.2,13.1165,-0.3,-5.96309,6.68814,5.58192,-13.6956,15.2655,-17.6554,-19.484,-15.0785,-66.2152,0.2413807044850498,0.009197022792078
E_S_WWC_WM_351,4.84757,12.234,1.74703,17.24,-0.58,2.03,0.993177,-4.92366,0.568186,48.618,-0.222949,0.2,-20.4584,-0.3,-16.1026,22.4257,-17.401,3.27375,116.677,0.0909229,77.4226,54.6728,147.043,0.2619523431827242,0.0087399857846691
E_S_WWC_WM_352,-1.21586,13.0753,18.8317,9.23348,0.56,1.01,0.82621,-2.17657,-33.4666,-22.6639,-2.42039,0.7,-5.75289,0.0,52.5162,27.6209,11.4024,41.7755,55.8722,-14.6893,-17.4143,7.57855,78.6861,0.2907536694385382,0.0082432390091954
E_S_WWC_WM_353,6.57949,-5.93881,4.212,-17.4366,1.35,0.48,-5.56534,0.789449,17.1012,82.0919,-10.5645,0.3,-12.9026,0.3,58.3076,29.653,-17.844,12.8457,87.0901,18.5936,135.069,-5.61891,-56.6125,0.2527092539169435,0.0062470105925215
E_S_WWC_WM_354,5.78348,-3.86561,11.6737,4.20272,-0.45,-0.92,-6.07674,9.37148,8.39538,130.554,-11.083,-0.4,18.0086,0.2,-6.19504,17.6627,23.0092,33.4947,67.4253,-42.0241,28.0688,-58.6145,-113.417,0.2788876505382059,0.0087718102396288
E_S_WWC_WM_355,2.27182,2.4227,2.67267,-2.83808,0.95,0.95,-8.6869,-3.32448,-3.14007,-17.3792,-1.34992,-0.4,-5.26398,0.5,41.2372,24.3715,25.5184,10.687,122.614,45.674,14.3116,-9.70051,-122.695,0.2573970703754152,0.0056984947793058
E_S_WWC_WM_356,9.15217,10.4441,14.3895,-4.12416,2.15,0.28,19.7522,1.20952,28.2581,57.6658,3.80147,-0.3,-1.1724,-0.3,30.9092,-8.76952,4.48476,-16.8857,101.374,-16.4974,102.135,49.8403,-62.7159,0.2644961689003322,0.0089585118456447
E_S_WWC_WM_357,10.8562,10.4193,15.8978,-3.92246,-0.97,1.66,8.72573,-2.25905,-20.2767,104.738,-1.68298,-0.1,15.8792,0.6,-13.1998,7.40338,0.347212,-17.2237,-43.9378,17.2422,101.413,40.2147,-196.518,0.279134416372093,0.0061479669095144
E_S_WWC_WM_358,8.2911,6.1195,12.3566,-10.4207,1.35,0.64,12.3888,3.71388,-45.9282,49.0069,-1.40184,0.5,-10.162,0.1,-16.3235,8.83803,29.0666,-23.6688,21.5952,43.5382,122.096,-29.7276,-190.702,0.2556916835182724,0.0066690043026938
E_S_WWC_WM_359,3.46125,-6.38791,12.9271,18.0683,1.8,2.42,18.363,1.25812,10.0366,133.902,-2.52134,0.5,15.2909,0.2,8.59919,-11.2503,2.08518,26.9966,88.3094,-30.5558,32.716,77.3826,-101.955,0.2538110309401993,0.0046945283930567
E_S_WWC_WM_360,-3.41426,1.96297,12.4647,-4.35435,2.39,0.3,-5.86515,1.82983,-38.7447,-47.8677,-11.5429,0.2,-10.4833,0.9,11.616,27.2134,-4.37053,33.1993,-7.07266,39.1553,100.947,75.2262,-180.492,0.2752410796046511,0.0051659515764425
E_S_WWC_WM_361,6.63981,1.6694,11.6085,15.567,2.32,-0.55,15.2317,-2.81128,16.7818,40.7353,-6.34222,0.3,-20.3228,0.3,21.1242,-9.64584,-24.6107,-17.9121,106.385,6.4821,14.9901,54.3636,136.244,0.2493965273156146,0.0067651833417762
E_S_WWC_WM_362,4.12887,2.98436,8.24371,-1.33486,2.29,2.27,6.37069,4.93156,28.5982,120.828,0.178894,-0.4,1.45915,0.4,58.695,10.8949,6.77011,12.6295,61.7582,-19.5903,-9.75925,-30.486,39.8272,0.2836271154119601,0.0056321229686992
E_S_WWC_WM_363,8.3489,7.25832,8.52585,-9.41544,2.4,0.87,14.1884,8.75662,14.5829,25.839,1.41757,0.7,2.37516,0.7,28.9058,-19.9227,24.737,52.0318,118.736,-11.0801,120.702,-5.15437,80.5362,0.2698668170166113,0.0080316535114809
E_S_WWC_WM_364,5.38701,14.0428,19.6197,-12.7879,1.57,1.95,-4.03107,-3.89387,38.5525,84.5956,-7.1703,0.4,-0.0881481,0.9,29.9026,14.5492,-10.0495,22.7088,29.9363,11.4883,86.6966,38.4013,-170.943,0.3019001366378737,0.0118008178396631
E_S_WWC_WM_365,-2.69047,14.4162,13.6343,-2.14607,2.24,1.16,-5.77759,-1.01411,2.47067,-68.4063,0.884533,0.0,-9.86233,-0.1,47.6776,-9.7475,-29.3865,42.0238,124.488,35.4192,59.0862,16.1663,-1.72516,0.2790345186245847,0.0135919167802073
E_S_WWC_WM_366,-3.78489,-1.6187,10.8535,18.8625,0.96,0.18,12.4245,1.35906,1.51725,35.2679,-4.19927,0.7,15.1565,-0.2,-24.6637,18.5075,12.0186,-8.30319,-56.0634,-38.7991,-39.7845,41.0406,19.6924,0.2802674487607973,0.007644698059684
E_S_WWC_WM_367,8.59772,12.4366,9.42833,18.1804,-0.61,0.49,1.48677,5.4101,-13.6614,62.5738,-5.30543,0.7,-14.2943,-0.2,43.9631,-9.03334,-12.189,54.0266,18.3337,4.02767,0.726884,-50.7219,-177.835,0.2990985106976744,0.0156014285269185
E_S_WWC_WM_368,6.20808,8.99024,6.0652,-9.62795,0.6,0.18,-7.80238,-3.35797,-12.4536,38.7674,-2.94925,-0.1,10.5453,0.3,-23.6682,-10.1318,-21.5449,-0.384915,116.784,38.9867,96.5049,-54.256,110.946,0.2768068106013289,0.0124941469402853
E_S_WWC_WM_369,14.7031,-4.89283,18.4656,-9.16673,0.11,0.69,15.7004,1.74023,-31.5369,-25.3726,-10.4232,-0.2,19.1786,0.1,12.6605,-8.69527,22.5804,16.3105,-5.96286,-15.0586,-35.8993,84.1677,98.5961,0.2539076541395349,0.0042158903341015
E_S_WWC_WM_370,1.12961,5.01659,16.1679,-12.6474,1.41,1.37,8.93641,-4.58198,-12.8832,15.9462,1.10453,-0.4,-24.3573,0.5,12.5839,6.42725,5.3187,-18.7872,44.1109,20.0841,138.518,13.7652,112.524,0.2609808771328903,0.0036093087436838
E_S_WWC_WM_371,12.1654,3.31576,2.83622,6.36091,-1.39,2.36,-7.71687,8.93804,-4.47754,104.414,-13.0568,0.4,-14.6482,0.3,39.4054,-4.58128,-25.7605,3.83742,92.4183,0.934264,-51.6168,60.8052,-85.2746,0.278460877013289,0.0056041282875203
E_S_WWC_WM_372,-2.73459,0.978148,0.696858,14.2848,-0.14,1.24,11.7567,7.42514,-25.2674,24.2723,2.20959,0.2,-18.8631,0.5,59.5076,-14.5502,13.856,-21.9306,39.8031,-30.3773,-58.2445,3.39124,98.1639,0.2344706427541528,0.0049512483393593
E_S_WWC_WM_373,1.16844,-1.35015,6.93562,6.55569,2.26,0.61,19.9271,1.84382,-17.2367,45.2784,-12.7985,0.8,3.49098,0.3,-9.5336,-4.97448,-29.7375,20.5607,9.27478,33.7763,101.901,-25.429,-176.385,0.2603879661594684,0.0044718352106017
E_S_WWC_WM_374,-7.80991,12.7479,14.7193,8.06024,1.04,1.66,-2.93004,4.46855,-8.92593,-44.7844,-11.1078,0.7,-1.74773,0.3,-10.5937,0.555643,27.5041,16.9459,70.0449,47.1253,69.0283,-44.1485,-104.253,0.2883302273986711,0.0080753914431495
E_S_WWC_WM_375,9.85023,13.511,-6.29713,-1.71248,-0.77,-0.62,10.8871,5.15536,-2.88838,119.764,-13.9971,0.1,8.21901,0.5,33.0101,5.15889,-12.3933,25.1551,-10.091,40.9141,-47.5176,89.7448,102.234,0.3163264031162791,0.0093242899325259
E_S_WWC_WM_376,9.5338,-5.61979,9.32299,0.173714,-0.68,2.33,-4.18284,1.28015,-37.2904,65.4931,-13.1436,-0.2,-11.8683,0.8,27.6621,19.7752,-5.73005,41.3319,-22.0515,26.1719,-25.5642,65.0984,139.083,0.2812594782890366,0.0118961682218363
E_S_WWC_WM_377,-2.29347,-1.16466,-2.73747,15.6572,-1.03,1.38,4.14508,4.67473,-36.7985,-39.5349,-1.10397,0.5,22.5384,0.4,25.9672,9.64931,-18.1052,-10.4114,1.03962,-32.5867,-33.2747,70.0555,-90.1858,0.2402150904352159,0.005845286513415
E_S_WWC_WM_378,-5.85281,12.3258,6.66028,10.0776,-1.76,1.18,5.78489,9.48621,-47.5101,88.3484,-9.8336,0.1,-22.9484,0.5,22.4554,-2.36095,-11.282,5.05745,-12.7259,2.91642,-15.7481,-30.1989,32.9668,0.2913797845747508,0.0118667598842072
E_S_WWC_WM_379,11.6831,-2.71435,2.88421,11.2959,1.52,0.56,3.01814,2.23673,-49.4084,95.5069,-3.21889,-0.4,-1.31421,0.7,-12.0307,27.7251,11.2466,0.841294,41.6967,-23.6833,-48.5761,44.5215,-69.7664,0.2655312014883721,0.0089446055302782
E_S_WWC_WM_380,6.97352,13.5628,-4.76194,-1.90935,-1.71,2.05,12.7882,7.27373,-39.7583,146.815,1.53689,0.1,10.4778,0.3,6.66423,10.7241,27.6696,50.3396,-42.5313,7.83182,15.3978,-7.94132,-65.1885,0.3059224669933554,0.0088545012873275
E_S_WWC_WM_381,1.40431,11.0894,2.92762,8.7727,1.69,-1.04,8.38636,2.89357,-20.3879,124.931,-10.7227,0.5,17.4526,0.1,4.52622,-19.6366,-27.311,22.4806,68.5683,27.7239,65.8409,82.7745,148.354,0.3004831117574751,0.0053922953853559
E_S_WWC_WM_382,1.89212,-7.88364,9.68052,6.07779,-0.44,0.48,19.3383,-0.280635,-46.6874,-15.8704,-9.09356,0.2,11.8939,0.7,34.4277,15.1631,-11.1183,22.5523,39.4812,16.6617,49.4075,89.4154,-71.723,0.253997147627907,0.0066850471990714
E_S_WWC_WM_383,-7.52904,10.8823,-6.69738,-10.7556,2.02,-0.36,-2.2021,7.52365,20.2961,18.6714,1.55275,0.0,17.3696,0.5,-9.12984,7.98449,21.9921,31.2438,45.9269,-41.5928,114.822,35.2459,-164.859,0.2953399705481727,0.0103653785679004
E_S_WWC_WM_384,-0.279307,14.5624,-0.344584,8.43034,0.46,-0.15,5.50677,-3.13467,34.2574,35.6164,-10.1683,0.5,-18.5414,0.9,-1.46384,-19.8407,-22.6398,36.0183,23.6312,-20.1443,21.6572,77.9713,-98.6488,0.2986669029900332,0.0089946298961385
E_S_WWC_WM_385,-5.64637,5.21053,6.2876,16.759,0.87,2.02,16.2891,-1.85339,-39.2776,-40.6129,-4.44865,0.1,2.34506,0.0,5.35008,2.13762,-16.8341,-14.1644,-39.1275,24.3042,100.331,-58.7705,-2.77782,0.2622879422624584,0.0088448158103531
E_S_WWC_WM_386,-2.48645,-5.6486,9.3969,1.04384,0.05,2.23,-7.41436,-4.04779,-21.7918,85.0923,-7.1142,0.0,-9.66762,0.0,58.1043,-8.8442,3.21105,-20.789,49.5375,15.3816,-28.6665,-47.118,17.1109,0.2463452490099668,0.0035995300696652
E_S_WWC_WM_387,11.4664,-3.9189,-5.10818,-0.171758,-0.27,1.52,13.2762,4.13569,23.3473,-83.2544,-9.53954,0.2,2.53697,0.8,53.8794,-4.73001,11.3413,2.71491,-5.59761,-49.3805,-0.197107,50.2196,116.116,0.2584111736112957,0.0061577873726746
E_S_WWC_WM_388,7.57616,-2.33465,3.3483,-19.1839,1.89,1.01,4.38943,-0.958639,-17.9458,96.7235,2.2854,0.3,-1.95096,-0.4,-2.22129,-3.86524,-17.6642,-9.67088,-15.3828,33.0452,111.266,48.2412,75.671,0.2609503438006644,0.0050771499684161
E_S_WWC_WM_389,-3.7605,6.46432,17.1183,-12.5462,-0.98,-1.42,15.72,4.94487,-6.519,11.6853,-13.4194,0.3,-3.01254,0.7,-22.1195,-15.6274,1.28191,-23.5018,-43.2089,12.6996,-37.6934,-21.4154,69.1962,0.2735126045847176,0.0041745816869288
E_S_WWC_WM_390,-7.29033,0.49401,14.6526,14.8246,-0.53,1.55,10.8037,9.05396,-17.6361,-91.538,-9.50299,-0.1,-11.6435,-0.2,11.1897,8.97038,-26.8854,19.041,-41.476,12.2872,2.94207,23.5726,-147.65,0.2662418390531562,0.0073522225432161
E_S_WWC_WM_391,-1.15704,8.82451,-7.38987,-0.954274,1.26,-1.09,15.837,3.81856,11.6854,-52.3539,-10.9575,-0.4,-13.4915,0.9,47.9245,-6.72329,5.44871,47.157,34.5071,39.3492,62.7956,47.5309,96.1793,0.3030176428305647,0.0098843859772658
E_S_WWC_WM_392,6.76173,-7.2277,8.87364,-17.3444,-1.12,0.32,14.2918,9.33911,-37.5944,111.287,-1.22459,0.3,-12.0383,0.8,33.8697,-5.10835,9.44947,2.7963,94.6397,16.1785,107.081,-58.1025,20.9443,0.2425592928870431,0.0065874935728114
E_S_WWC_WM_393,6.05617,8.63977,5.42343,-4.06097,0.22,1.5,-6.9402,2.70282,-33.7451,127.612,-11.1651,0.1,14.1831,0.5,43.1421,-15.9121,28.1729,-21.1825,67.1369,-28.7793,-37.0024,57.3929,-132.92,0.2787701446843854,0.0072938270856136
E_S_WWC_WM_394,-5.30894,9.76767,16.9201,-0.794204,1.18,1.51,1.8379,1.60513,-13.8924,54.0643,-13.9682,-0.3,15.0671,0.8,-15.6561,-12.1794,-25.6061,40.014,-29.2206,-9.58714,7.87287,-53.4186,70.4325,0.3146411202325581,0.0055050877292742
E_S_WWC_WM_395,-7.161,6.02578,10.0879,-11.9741,0.08,-0.4,19.5277,-2.82949,49.8153,59.7656,-13.2416,0.3,7.66966,0.5,-13.6907,1.1944,-23.5298,37.95,-1.97348,27.2799,38.964,37.5974,122.871,0.2991427368538206,0.0081593169510148
E_S_WWC_WM_396,-7.13859,-1.01507,1.19552,12.588,-0.92,0.36,0.434415,9.5718,7.14904,79.1923,-12.3884,0.2,-9.64211,0.9,6.12495,-10.4183,20.8958,52.865,66.2325,-43.5174,14.0236,-6.74932,60.0568,0.3046870289900332,0.0058520105449114
E_S_WWC_WM_397,7.55305,4.27399,4.27007,-3.87111,0.49,1.21,0.343692,-4.17042,-46.884,131.088,-3.16577,-0.2,18.1866,0.9,15.628,-11.3595,15.6456,36.8671,-51.1018,-10.7627,62.1503,46.3363,133.222,0.2900241012026578,0.0046461763611236
E_S_WWC_WM_398,13.829,12.1323,1.14319,13.0931,1.46,-0.78,9.92338,7.48259,-27.8662,-45.6788,1.73022,0.2,17.1775,0.6,55.2538,-19.0824,-7.39884,-7.03706,104.28,-8.94796,107.342,48.1612,68.4255,0.2485921541827243,0.007013653831556
E_S_WWC_WM_399,7.72664,13.6947,-4.04946,-16.6971,-0.48,2.0,4.32482,-2.50124,45.4339,31.1158,3.22638,-0.2,-22.532,0.2,8.74272,6.89176,3.26379,3.01426,63.7381,42.9073,7.13734,-51.3397,41.9228,0.2888202373887043,0.005821211294878
E_S_WWC_WM_400,6.0752,9.45609,0.253089,11.8465,-1.36,2.43,-0.417599,1.17269,-8.60109,-1.40711,-0.115303,-0.1,17.8582,0.0,53.2284,5.94821,8.92921,29.4526,17.3291,25.4514,124.918,79.922,137.382,0.2756777674252491,0.0088266276524553
E_S_WWC_WM_401,-5.48116,8.49075,-0.306051,0.999843,1.09,2.48,-3.41463,9.28748,9.70142,19.7039,-4.99508,0.2,24.3434,0.6,-2.84197,20.756,-15.9961,53.8965,114.066,-17.4333,64.0143,-37.9899,15.2008,0.2809297687142857,0.0042928602195546
E_S_WWC_WM_402,4.97512,14.5905,3.29697,12.5388,1.64,1.25,6.82224,9.42964,-13.1651,-24.8423,-12.1215,0.7,-11.5512,0.2,-21.758,17.9151,-26.9378,26.3912,15.8297,9.18631,34.1199,-49.2869,123.512,0.2989231591229236,0.0134313864410463
E_S_WWC_WM_403,4.7714,-7.68803,7.56793,5.15762,-0.02,-1.64,6.92097,-1.10668,15.0696,121.273,1.62517,0.4,16.0123,1.0,52.3716,14.028,-14.095,51.3145,31.9697,33.1532,22.7867,-35.9679,57.8101,0.268365940475083,0.0055557509520191
E_S_WWC_WM_404,3.72014,12.7153,10.4146,-16.6812,0.1,0.58,6.40887,-4.30345,38.3744,106.685,1.43015,-0.1,6.2822,0.7,21.6736,17.3775,-28.5853,-2.08886,102.004,-40.1087,53.7001,1.78431,86.9726,0.2785482693621262,0.0085267317184122
E_S_WWC_WM_405,3.30602,-3.93421,-4.63488,-12.2034,0.33,-1.1,6.73566,3.86315,36.3251,32.9451,-7.42486,0.5,20.389,-0.1,2.74293,-11.0378,21.0387,-22.8289,-20.2762,-1.60361,145.416,-38.4328,-21.5835,0.2537684677707641,0.0023873854542624
E_S_WWC_WM_406,0.21306,14.8068,7.6418,-1.07127,0.94,-1.29,11.8357,9.88094,-36.1622,51.5344,-0.694316,-0.1,-0.65844,0.2,54.4999,21.862,-18.8998,3.17062,90.0618,12.1756,87.7792,-36.7484,-47.4626,0.2787136452724252,0.0082526022334397
E_S_WWC_WM_407,1.93658,-5.32645,1.55884,3.45222,-1.71,-1.04,2.02646,8.27648,-46.7905,-72.4825,-1.64281,0.0,-20.5184,0.1,45.4035,6.26847,4.70346,-15.3872,14.061,40.1373,73.4172,-29.936,110.437,0.2254175721727574,0.0071177140411806
E_S_WWC_WM_408,13.4515,-1.68879,0.529818,-7.69095,0.2,-0.28,16.6414,-1.46593,48.4036,31.9314,-11.5263,0.5,9.90737,0.6,50.7174,24.9172,11.7259,9.79953,66.8221,-39.3786,-34.539,-53.6718,-78.379,0.274145417627907,0.0062569834693507
E_S_WWC_WM_409,2.59026,8.61282,-3.0883,-11.6002,-0.17,1.58,-6.14544,-0.838345,8.10467,68.8934,4.24351,0.4,-18.0368,0.4,11.4054,-3.45519,-5.83504,-20.162,-45.0068,-22.8981,135.577,12.3265,-156.544,0.2685125798571428,0.0045782166653068
E_S_WWC_WM_410,-4.47151,9.19522,14.1433,-6.86644,1.75,2.4,9.27999,-4.01332,-12.1366,126.067,-9.01439,0.1,19.2582,-0.1,17.623,0.0750084,-24.3739,-2.38861,32.4454,-29.6801,106.451,75.1326,-35.403,0.2956393199036545,0.0096162360004874
E_S_WWC_WM_411,5.63189,-1.04231,3.8054,14.3066,0.5,-0.8,11.7995,8.49113,-27.7507,138.513,-13.5527,-0.3,4.10954,-0.1,-23.9161,1.50769,24.6285,-5.77591,-8.12081,46.6781,49.9737,-32.6558,24.0573,0.2915124095016612,0.0052868832518488
E_S_WWC_WM_412,2.62663,-3.01917,7.00028,-8.03838,-0.85,-1.53,16.9628,3.66717,-1.7452,64.3248,-10.1891,0.0,-0.794772,1.0,56.3069,-10.8076,4.24824,22.8113,81.5343,-29.4493,-26.7921,83.1189,-187.533,0.2671126678372093,0.0059702830954118
E_S_WWC_WM_413,10.1099,1.00995,8.07505,19.9386,-1.7,0.44,5.72979,7.64278,11.3486,-45.5067,-2.8508,0.7,-1.5154,0.8,-23.4437,4.03055,3.4496,44.4371,125.062,-0.225372,-6.43272,-27.8196,-25.4477,0.2639279863787375,0.0054405438612615
E_S_WWC_WM_414,8.78978,-5.40904,5.13693,-15.9347,-0.96,0.67,15.3545,-0.736289,24.3209,-70.65,-0.010091,0.1,24.6292,0.4,4.24551,-10.9339,3.42281,40.9572,110.544,46.3765,9.51692,-16.9058,-107.237,0.2365509420199335,0.003699504570862
E_S_WWC_WM_415,-7.46355,8.1573,4.42385,12.9717,1.62,0.19,8.96836,4.22641,-16.0728,-69.6234,-13.622,0.4,6.94958,0.7,-19.214,-2.90313,8.48357,1.06402,-23.6493,-12.7937,143.438,76.2989,-32.6806,0.2793066221362126,0.0068025663471642
E_S_WWC_WM_416,8.87437,12.5763,-0.685933,16.2405,1.51,0.84,7.5682,5.05903,17.948,27.3129,-12.8845,0.2,22.2992,-0.3,57.8685,0.922133,7.87314,-22.7606,-41.8124,6.19894,-17.3021,75.7774,-154.038,0.2997191531262458,0.0083292472992458
E_S_WWC_WM_417,-4.2838,-6.99089,9.76116,1.91896,0.71,-0.26,15.1783,-3.85437,-27.6149,-49.2291,-14.8608,0.6,12.3418,-0.3,-10.0766,3.21889,-15.5023,51.4872,40.1414,17.5118,-13.2865,-43.8154,29.1317,0.3060908099534883,0.0088556543822022
E_S_WWC_WM_418,-3.21032,1.43308,9.00653,-14.2673,0.04,-1.63,2.31325,0.00704819,-27.1042,-46.3457,-14.8213,-0.2,-19.748,0.7,54.5683,12.5555,-10.518,-7.78533,40.278,49.7478,-13.1113,28.0341,-54.6862,0.2721942567873754,0.0054616568079414
E_S_WWC_WM_419,13.545,-0.233712,6.81819,5.84961,0.16,-1.39,1.82426,-1.52546,-10.471,-0.80509,-12.2506,-0.2,-24.2687,-0.2,-17.5656,22.7164,-16.9724,-8.00881,-7.36983,-13.5993,-50.7183,44.2919,105.553,0.2680847595548172,0.0057871165662511
E_S_WWC_WM_420,-4.09069,-4.84255,7.19624,2.51025,2.09,1.4,19.2499,5.89764,19.5862,-85.3367,-14.5269,-0.1,-8.26522,0.4,-6.4922,8.6003,15.6972,52.9781,46.9778,-4.15952,57.6133,8.77489,-16.2072,0.271198925026578,0.007244669052217
E_S_WWC_WM_421,-5.79868,-4.3554,15.4863,17.1042,0.85,-1.77,-6.28889,-2.03617,-11.2404,0.581666,-14.6558,0.1,-9.53906,0.6,-0.544273,-9.6151,9.5965,31.7121,62.4915,14.74,119.175,-52.4882,3.85971,0.2745262348405316,0.0076658001825527
E_S_WWC_WM_422,-3.01301,12.558,10.8289,-2.40014,0.13,-1.13,-2.91008,9.09608,49.879,102.681,-14.7014,-0.2,0.906802,-0.4,38.7349,-13.1497,8.157,3.63845,87.1372,-19.9662,76.7355,-6.20915,71.3119,0.3039004925714286,0.0069122081331047
E_S_WWC_WM_423,11.6489,7.35284,-5.55715,12.1262,-0.66,-1.03,3.30627,5.26305,27.0728,118.117,2.72893,0.3,-20.6224,0.1,-2.48605,25.1581,-23.2451,-19.3252,11.3461,34.0184,17.3783,11.2807,-181.799,0.2867828522026578,0.0064303849466112
E_S_WWC_WM_424,-1.34732,11.8244,-2.65771,-14.1443,2.0,1.35,-0.908618,8.32206,-6.77908,-56.3825,0.489951,0.6,-22.1866,0.4,29.1265,12.1821,-8.18059,44.6946,-10.4265,47.2429,131.323,62.695,29.8824,0.2839711575049833,0.0079237082522908
