Experiment,B_Ramp_Angle,B_Diffusor_Angle,B_Trunklid_Angle,C_Side_Mirrors_Rotation,D_Rear_Window_Inclination,D_Winscreen_Inclination,C_Side_Mirrors_Translate_X,C_Side_Mirrors_Translate_Z,D_Winscreen_Length,D_Rear_Window_Length,E_A_B_C_Pillar_Thickness,G_Trunklid_Curvature,G_Trunklid_Length,H_Front_Bumper_Curvature,H_Front_Bumper_Length,F_Door_Handles_Thickness,F_Door_Handles_Z_Position,E_Fenders_Arch_Offset,A_Car_Length,F_Door_Handles_X_Position,A_Car_Width,A_Car_Roof_Height,A_Car_Green_House_Angle,Average Cd,Std Cd,Average Cl,Std Cl,Average Cl_f,Std Cl_f,Average Cl_r,Std Cl_r
E_S_WW_WM_319,3.63991,-6.73659,0.517518,-3.31192,0.7,2.46,6.73566,1.02883,12.9162,-20.6931,-0.33828,-0.2,22.8683,-0.1,-10.0766,28.3408,11.9657,22.4806,-51.1018,13.642,17.3783,-45.6562,-68.1126,0.2444945955049834,0.0035583562740527,-0.1434378550498339,0.0146888228669538,-0.167289150847176,0.006776144017852,0.023851295774686,0.0120594663018887
E_S_WW_WM_320,8.85139,10.9891,8.31232,6.66824,-0.88,-1.62,-5.18334,-0.838345,20.5853,-11.2609,-10.7137,0.3,-1.09465,0.8,-23.355,24.4482,10.633,46.2599,110.729,-46.2295,62.7956,9.03106,27.4284,0.2839784064883721,0.0098683917320559,-0.1383498463355481,0.0170686392342559,-0.117109687372093,0.0042174216425476,-0.0212401589354405,0.0182127935957564
E_S_WW_WM_321,12.5445,12.6951,-6.15302,-7.76348,0.55,1.95,-9.17799,1.97035,17.3019,14.8661,-1.22459,0.2,3.75021,0.1,49.5611,28.8385,20.1297,-10.9055,69.1513,6.19894,36.3244,-35.4888,138.52,0.2785797286378737,0.0052588542460244,-0.2018356599302325,0.0236887355427232,-0.0832263156405315,0.0109418736556784,-0.1186093443006644,0.0201725566455107
E_S_WW_WM_322,8.22373,14.7945,-5.51231,-19.3203,1.1,1.41,17.4485,1.14789,-5.2707,-75.8094,-2.37348,0.3,-8.49659,0.5,-2.22129,-5.27623,17.6737,2.71491,1.92591,-49.3805,42.7231,-43.8154,-152.187,0.2636259649169435,0.0087857608308885,-0.1774871518215946,0.03391610118629,-0.1166449368398671,0.0090912336018246,-0.0608422149642026,0.0369706118135843
E_S_WW_WM_323,-5.30894,2.59603,1.94322,-8.72595,1.74,0.02,15.0607,7.79115,-36.3385,38.5029,-5.37978,0.2,-20.9775,-0.1,-19.359,22.0625,-26.5341,-3.49731,107.976,0.272774,145.939,44.065,-130.157,0.2686986302923588,0.0055026065199052,-0.2719461670897009,0.0232680110978363,-0.2334892076112956,0.009073452394896,-0.0384569594592259,0.0185373701087926
E_S_WW_WM_324,-3.54572,-1.2177,-4.20175,6.9087,-0.78,-1.06,12.5627,8.73415,34.2574,123.084,-4.90479,-0.3,-8.32868,-0.2,-7.47745,22.7164,-14.858,34.6327,-4.02362,-13.3279,115.658,67.5647,-174.355,0.3034783422923588,0.0065515440386058,-0.3049138105548173,0.0259885687014342,-0.232914278923588,0.0159816760102791,-0.0719995316149501,0.0151017236047764
E_S_WW_WM_325,4.07337,-1.68879,17.7434,9.36038,-0.28,0.22,16.0067,-4.30345,-34.0052,115.842,-1.51735,0.1,-19.3851,0.4,31.4591,-4.4384,2.72946,3.17062,-45.501,-49.6043,91.7901,-7.28688,-197.095,0.2627398416644518,0.0022805711350419,-0.2635526251229235,0.0162367508086396,-0.1634685776378737,0.0072842891198295,-0.1000840474963455,0.0132237262067347
E_S_WW_WM_326,-6.56367,2.12519,-5.37,18.0683,1.7,0.39,9.42337,-4.12848,3.3539,131.088,-8.1582,-0.3,20.1784,0.6,1.05815,-13.5381,9.41779,20.9863,-0.540366,-0.709251,29.8651,56.0198,102.735,0.3049363529900332,0.0052782980024506,-0.3170581694950166,0.0223100167641453,-0.2315362644584718,0.005502580994871,-0.0855219050215947,0.0230278353732136
E_S_WW_WM_327,0.578123,2.27971,9.94859,-18.5218,1.93,-1.4,2.07114,1.96365,-7.87191,-22.6639,1.87187,0.4,-24.6636,0.6,-11.659,16.0878,29.4995,25.2039,42.623,-28.9677,70.601,65.4928,117.88,0.2493748073255813,0.0045735865024763,-0.214535807385382,0.0214702438299064,-0.1857395034385382,0.0053916132518582,-0.0287963039333089,0.0211739291388359
E_S_WW_WM_328,-4.64991,10.8228,17.6653,0.627791,0.43,0.86,17.6039,6.51122,29.2445,87.3078,-0.222949,0.3,-6.7844,0.0,33.0101,-13.448,24.0058,23.5688,-57.4584,29.8563,68.4703,-53.6718,-138.686,0.2876411713521594,0.0077639664491365,-0.1692987878870432,0.0218214580431207,-0.2115005606279069,0.0129930845261898,0.0422017727362126,0.0165742281239149
E_S_WW_WM_329,-0.691483,7.53214,14.9443,-8.45043,2.4,1.25,6.47098,0.429876,30.7141,-5.30879,-2.10159,-0.1,-0.384486,-0.2,59.2509,-17.5313,-4.91649,30.5582,21.8469,41.0286,133.31,-45.1614,93.6969,0.2842562833289037,0.0074247999090118,-0.1223863748209302,0.014192828961118,-0.1639895077807309,0.0045785139705344,0.041603132972093,0.0129147758896244
E_S_WW_WM_330,14.8494,9.39904,19.7403,3.21728,-0.75,-1.04,-6.42852,1.09163,5.1957,2.28945,2.76623,0.4,16.0123,-0.2,9.98785,7.33804,-22.1975,7.58401,3.22246,21.3981,106.687,18.9376,126.947,0.2654430450431893,0.0034230563413424,-0.1172293728392026,0.028037246931798,-0.1415339418039867,0.0094507659784473,0.0243045689462093,0.0236620933962538
E_S_WW_WM_331,10.7475,1.00995,13.4826,7.96967,-1.17,2.25,8.3587,-1.64504,-37.8606,130.283,-10.4429,0.0,23.0634,-0.2,26.1141,-10.284,-23.7288,42.5289,100.212,-19.3371,-51.3009,-20.6588,45.6537,0.292315690269103,0.0056077323269785,-0.1564585625448505,0.0289432927285732,-0.0818739247707641,0.0159491894454162,-0.0745846377923588,0.020643526914421
E_S_WW_WM_332,5.63807,-3.43814,15.7931,7.30633,-1.77,0.27,12.0608,4.74947,8.21663,-92.2399,-1.37703,0.4,-12.6013,-0.3,-16.1026,-17.6361,-4.59733,-1.33546,6.68258,-17.6554,55.4154,-13.9458,81.3644,0.251944664627907,0.0030951686160994,-0.0131086077386345,0.0284160339302575,-0.1423326141262458,0.0203142002558784,0.1292240063833886,0.0129830756183102
E_S_WW_WM_333,13.545,9.84003,-0.499089,-4.03165,1.8,0.55,2.37659,9.8686,17.4565,-66.3368,2.20959,-0.3,-3.50401,0.5,-21.1481,4.99187,0.530137,23.0463,80.7643,41.6849,-46.2898,42.675,-162.86,0.2699066901063122,0.0142392962848005,-0.0780378695382059,0.0289228753292963,-0.0783661400621262,0.012651582490356,0.0003282705266976,0.0330908152866772
E_S_WW_WM_334,10.2953,-5.80348,-3.97651,19.2681,2.36,2.11,7.57503,5.91881,26.0856,-63.4925,-3.96946,0.0,-0.65844,0.4,0.642986,11.0792,-19.756,21.4199,1.11919,0.0909229,146.432,-4.69452,63.7962,0.2370291239435216,0.0023948755474994,-0.0415223296033222,0.0107145320720497,-0.0904764456039867,0.0056087997703854,0.0489541159973421,0.0111925977150123
E_S_WW_WM_335,3.98138,6.02578,-6.42705,16.6888,2.2,0.76,-5.08257,4.75031,-28.8902,-64.0702,-0.873988,0.0,-0.0881481,-0.2,-24.2463,-1.57356,17.1321,41.1256,6.30713,41.3073,26.0093,-20.4731,-105.964,0.2766124852790698,0.0061477819587551,-0.1430198179880398,0.0239069446110562,-0.1427596847740863,0.0134279935941943,-0.0002601331698096,0.0191457257207625
E_S_WW_WM_336,-2.73459,14.4885,10.9803,11.9434,-1.24,-0.52,6.01954,1.49856,-27.3903,-32.6618,-13.7654,-0.3,-14.8422,-0.2,10.5327,1.1944,-22.9689,-4.66281,91.8881,-36.2265,-0.687429,-10.0153,130.385,0.2765437102591361,0.01401617895449,-0.144035649313289,0.03596230021678,-0.173446814641196,0.0088629822800781,0.0294111652864119,0.0408243039640615
E_S_WW_WM_337,0.485376,-1.79022,7.94027,19.1819,1.43,0.77,-9.89439,5.46766,32.0757,35.6164,-5.95721,0.8,-20.6224,0.1,54.4999,-11.8715,-27.5163,12.0772,120.104,25.6094,0.495898,26.8087,-51.4571,0.2566392263255814,0.0048851527851729,-0.1454227309401993,0.0202045238245189,-0.1357887230631229,0.0082445064955613,-0.0096340078743255,0.0174057818829563
E_S_WW_WM_338,9.48387,10.1073,-4.88153,-5.45173,0.41,-1.04,17.1947,9.88094,45.725,124.721,-2.73426,0.0,22.0631,0.2,-11.5755,-4.24152,-20.2315,7.9137,-1.62809,-10.1332,-22.5075,30.6879,106.988,0.2954420243986711,0.0065642258259507,-0.2534483851926911,0.0156747068114676,-0.1254688115116279,0.0071579325147797,-0.1279795736807309,0.0150428218831367
E_S_WW_WM_339,5.3344,-4.93146,0.642842,9.92113,1.33,1.59,18.414,-0.402171,-35.055,35.2679,-10.0082,0.0,-9.86233,0.4,7.30739,-12.2769,-25.0979,-9.78623,7.27882,-43.5174,5.60799,2.94371,133.68,0.253773668295681,0.0038968218921428,-0.2080661749136212,0.0178473829780167,-0.152852153385382,0.0098706649928832,-0.0552140215245847,0.0143577642780878
E_S_WW_WM_340,-2.32102,-4.42296,11.3489,-5.78257,0.35,0.51,19.2499,9.51431,-38.2635,-27.3067,-6.39124,0.0,3.49098,0.4,30.9092,-19.2919,-24.9713,-20.4376,111.342,26.0964,-18.7895,43.5469,-41.0291,0.2396654229435216,0.0076257471426002,-0.0981775110199335,0.0207566204578557,-0.1524557721063123,0.0134423322941059,0.0542782610973421,0.0159848964449505
E_S_WW_WM_341,-4.97236,-1.37923,12.0259,5.49031,1.14,-0.26,14.4313,0.521936,-47.0265,-14.4551,-0.0769903,-0.2,-22.1866,0.1,26.629,24.0664,-5.97266,32.8625,54.2156,-0.225372,-4.61546,-47.325,139.751,0.26937039010299,0.0073160048681612,-0.2451498735149501,0.0179821254991353,-0.205940412282392,0.0082138453864492,-0.0392094612385382,0.0147022625499816
E_S_WW_WM_342,-5.87982,0.840446,10.0661,18.8625,-1.35,1.12,-0.942221,0.491693,-18.3253,-84.114,-9.90453,0.4,-6.80451,1.0,24.3726,23.1316,1.66263,4.7929,108.891,-30.0856,-14.4892,61.5793,-155.339,0.2523714145681063,0.0044324203414024,-0.1293991821328903,0.0115896861695636,-0.1822240867674418,0.0092266006652297,0.0528249046196013,0.0126556914917919
E_S_WW_WM_343,-6.32991,3.83745,12.0419,-18.8721,0.6,0.59,19.0692,3.6922,49.2893,10.2517,-14.5269,-0.1,-17.8165,0.7,18.6404,-4.18289,-0.660401,-14.5609,87.0901,-18.5243,39.3032,-43.6017,103.999,0.2711519265614617,0.0067055904224483,-0.280066057807309,0.0250712334067882,-0.2102870367740863,0.0127556495373058,-0.0697790210112956,0.0209294236004607
E_S_WW_WM_344,6.20808,3.31576,10.7985,18.3301,1.59,-0.22,-8.33386,7.64278,-33.4666,-65.8647,-13.7773,0.8,9.05815,0.5,-4.22358,-2.01732,-24.1291,38.4497,-28.5142,27.4636,81.5825,37.0564,-60.7902,0.2621234260631229,0.0060390512812845,-0.1800948451096345,0.0220964763925867,-0.1597268372325581,0.0081360944623204,-0.0203680078918431,0.020502518055949
E_S_WW_WM_345,-1.63974,9.31955,-4.5816,19.7768,1.18,0.84,-7.25578,-0.877639,47.9153,-55.0455,4.59889,0.1,-5.16825,-0.2,9.52686,10.5311,-9.7603,1.06402,98.9452,45.0572,39.8811,29.0997,105.553,0.2516102164651163,0.0056638499865477,-0.1637088055847176,0.0302389716173742,-0.1801735791461793,0.0143443811622535,0.0164647735137244,0.0234734836040387
E_S_WW_WM_346,0.332503,13.5628,3.12827,-8.62491,-0.18,-1.63,10.5353,-2.02046,43.0641,-81.4516,-1.31163,0.6,5.52461,0.3,43.6951,-10.0433,-12.4623,37.3579,14.3101,34.0184,4.87865,46.8354,114.208,0.2815418138006645,0.0065526903644108,-0.0614346538798006,0.0341768733289538,-0.1525537109335548,0.0176659906526348,0.0911190570528239,0.025497992474626
E_S_WW_WM_347,-0.473037,13.6551,7.28715,16.4632,0.22,-0.45,12.8766,2.85356,4.80683,30.9418,-9.65864,0.8,-3.24095,0.7,0.147791,12.7063,-27.6812,21.5156,-52.7742,9.3598,-55.2232,-19.4294,83.5642,0.2943740251328903,0.0039444955771485,-0.1810045762624584,0.0142607023727055,-0.1576017251661129,0.0109244559392772,-0.0234028510877408,0.0063576053771422
E_S_WW_WM_348,-6.27783,-0.783989,12.9271,-8.09272,-0.53,0.94,-2.67982,8.23073,40.9023,-23.8102,-5.4467,0.6,12.6079,-0.3,58.9702,-16.0472,-16.7554,12.5853,-2.22323,-15.2432,125.788,54.518,-73.885,0.2613122489900332,0.009435850994129,-0.1878330106279069,0.0179682060099955,-0.2617607641993356,0.0078130321372064,0.0739277535651162,0.0191230594325298
E_S_WW_WM_349,3.15792,3.73065,14.0155,5.3823,-1.27,1.07,8.93641,9.84712,45.6116,94.9647,-12.7254,0.3,19.7147,-0.3,13.0789,23.6506,15.3211,25.993,97.8507,28.831,81.1154,56.449,-131.02,0.2888200643189369,0.0062135664537117,-0.223382552744186,0.0147225030551432,-0.1444672513521595,0.0054474305445365,-0.0789153013491694,0.0140043839020192
E_S_WW_WM_350,13.4581,-6.79542,15.2639,-6.74857,-1.29,0.23,-4.2173,7.70076,-33.602,70.9935,3.60083,-0.2,13.1165,-0.3,-2.61646,13.3578,12.8251,-16.8857,15.2655,36.0278,-19.5615,-2.16728,-48.5334,0.2536137740797342,0.0057434579256417,-0.06822219617598,0.0231610832598673,-0.120350807551495,0.0119775044425058,0.0521286113883721,0.0147062935263267
E_S_WW_WM_351,4.84757,13.0059,1.74703,17.24,0.15,2.15,-0.147528,-4.09049,-3.75876,53.2789,-0.817519,0.3,-17.4867,-0.2,-16.495,0.833722,15.4496,5.29214,127.109,-7.53458,35.8837,-11.6082,147.043,0.2753122697607973,0.0076237985663891,-0.1794218126677741,0.0273118373870159,-0.1264728469312292,0.0179842090603552,-0.0529489657524916,0.0166227978116716
E_S_WW_WM_352,-3.17322,14.2414,18.4322,8.29903,-0.4,0.4,-1.5856,-1.49466,-30.0122,22.9067,-0.300608,0.8,1.2461,-0.1,31.6455,28.8627,10.7747,41.7755,47.9311,-13.8272,30.106,7.57855,78.6861,0.2924890391362126,0.0055898051662737,-0.257726506282392,0.0253469032959853,-0.1834681839634551,0.0048020542862169,-0.074258322323588,0.0272626062107427
E_S_WW_WM_353,9.31104,-7.39272,11.1683,-14.2673,1.12,0.99,-6.9402,1.60513,15.4103,89.1901,-0.0932664,0.3,-14.6482,0.3,53.8794,29.653,-21.9431,15.099,81.5343,-17.0359,149.714,-5.61891,-55.1418,0.2450288777508305,0.007433161592819,-0.1508067747508305,0.0201036229925373,-0.1536293747674418,0.0110756160833567,0.0028226000327574,0.0185477550436144
E_S_WW_WM_354,8.12596,-6.67286,12.8723,-8.98283,-0.7,-0.39,-6.73768,6.1938,11.4337,118.117,-7.99107,-0.4,17.3696,0.2,-17.5656,14.8317,20.758,43.3811,58.1828,-49.8203,29.4231,-58.6145,-116.689,0.2812520667641196,0.0047599583930599,-0.1675360899269103,0.0204262044538371,-0.1220911495312292,0.0158946768541134,-0.0454449403794019,0.0091298776745288
E_S_WW_WM_355,1.86703,-4.6621,13.6343,-7.13771,1.76,0.71,-5.86515,-4.4013,-0.86367,-17.3792,2.94954,-0.4,0.0983678,0.4,56.3069,18.612,26.8253,8.11013,123.199,27.7021,14.3116,17.2681,-122.695,0.2434202831594684,0.0034100769695103,-0.157785902295681,0.0142424971404017,-0.1473962303322259,0.0058185290373987,-0.0103896719697,0.0144335901986315
E_S_WW_WM_356,-3.61504,-6.45093,14.4931,-9.03637,2.29,-0.06,19.7522,1.21741,33.3304,57.6658,2.88953,-0.2,-4.73098,0.6,31.9125,8.37078,5.05688,9.26996,94.3988,-17.869,119.175,86.2322,-31.641,0.2440165326877076,0.0055518215890498,-0.1422448358471761,0.0176972559500093,-0.1959811768172757,0.004658891182651,0.0537363409594684,0.0186207567327489
E_S_WW_WM_357,11.617,13.9885,16.4494,-13.2253,-1.5,1.66,9.49699,-2.93264,-24.6629,90.519,-5.0181,-0.3,15.8792,0.6,13.5794,19.4566,-1.31774,-23.5018,-50.562,-34.3143,18.7359,53.2325,-132.207,0.2822711169933555,0.0074656919042937,-0.179026269654485,0.0209006721254376,-0.1018482943717608,0.0093757522902452,-0.0771779752843853,0.0229989850676165
E_S_WW_WM_358,5.4187,6.41443,7.82808,-6.61939,1.35,-1.19,7.91727,4.18703,-39.5568,64.7429,0.421409,0.4,-5.75289,-0.2,-16.3235,20.8719,27.7582,53.7426,10.2358,42.1983,137.682,61.7457,-176.855,0.2868451320033222,0.0065493752519847,-0.2366931688903654,0.0186545798416392,-0.1720853459136212,0.006419866438659,-0.0646078229813953,0.0203644148163188
E_S_WW_WM_359,2.37588,-6.38791,-0.87376,5.30754,1.44,2.14,18.6772,-0.988683,12.4493,148.181,-7.92863,0.6,12.3418,-0.2,3.28324,-7.58902,2.08518,34.8248,96.8637,-35.3489,21.3784,69.6224,-40.2284,0.2812114821561461,0.0039528140601235,-0.2020976007475083,0.0141677153781935,-0.1376299457408638,0.0067292480846774,-0.0644676549754152,0.0159392203334882
E_S_WW_WM_360,-0.747814,3.04446,16.915,-4.35435,2.39,0.5,-8.6869,0.906423,-38.7447,-36.1935,-12.3884,0.0,-12.0767,0.3,11.616,27.2134,0.347212,20.2945,-5.06857,44.7741,126.505,51.5428,-187.497,0.2667849682259136,0.0044472967438502,-0.2077149297076411,0.0123061319475097,-0.1872081132425249,0.0042495977077495,-0.0205068164625993,0.0123287602153501
E_S_WW_WM_361,2.8104,1.6694,11.7988,18.3652,2.35,0.01,19.9708,-2.17657,17.7035,78.4531,-13.3023,0.6,-3.12932,0.2,21.1242,12.4071,-13.5425,-20.7425,86.7176,6.4821,-13.2865,54.3636,136.244,0.2791728211461794,0.0060474048889098,-0.2293943773853821,0.0236517919878097,-0.1556234687840531,0.0157833279786746,-0.0737709085707641,0.0164022165316171
E_S_WW_WM_362,0.895156,9.41738,9.5308,-1.07127,2.47,2.5,7.22347,4.91627,34.773,120.828,3.5865,-0.2,4.04223,0.4,58.695,11.5283,6.77011,18.7916,44.542,3.2606,36.7026,-6.36975,-198.146,0.2915131768737541,0.0025976225882105,-0.1188273835790697,0.0095304570268698,-0.110152937730897,0.0028009851143752,-0.0086744458363421,0.0091610446856446
E_S_WW_WM_363,8.67264,11.2424,11.9546,-5.96281,2.38,0.17,14.1884,9.05396,21.4809,-8.33879,1.41757,0.5,-0.794772,0.9,23.2965,3.21889,17.3063,52.9781,60.8169,-11.0801,100.947,-5.15437,118.253,0.2656892784285714,0.0044366044287815,-0.1483234922591362,0.0199384157020957,-0.1264284925315614,0.0131938080065571,-0.0218949997028245,0.010286176638933
E_S_WW_WM_364,7.98791,11.59,19.6197,-17.4366,1.57,1.81,-3.78131,-1.79265,22.2452,-63.6515,-8.49431,-0.1,17.8094,-0.2,24.8546,15.5748,-15.1906,35.6022,36.3962,1.44293,123.629,36.0543,-170.943,0.273524445551495,0.0058057950874627,-0.1182416901674418,0.0283749623568111,-0.1436585411495016,0.0118849754794906,0.0254168509990066,0.024837849888621
E_S_WW_WM_365,-0.9414,9.16835,12.2158,1.71706,2.12,1.47,-7.25845,-4.50356,11.0413,-91.538,-8.42369,0.0,3.67481,0.1,-11.5129,-15.5052,-5.57883,45.9545,125.062,35.4192,7.74439,16.1663,-1.72516,0.2739460017641196,0.0095604107646288,-0.1649070722491694,0.0289550052005794,-0.1629334260631229,0.0106103155766087,-0.0019736461890664,0.0307035860440569
E_S_WW_WM_366,-2.12652,-2.92043,10.8535,17.9469,1.78,0.46,17.5953,-0.0774861,43.2239,5.50685,-3.88322,0.3,15.2909,-0.4,44.3144,24.3002,12.5548,6.68629,6.81047,-34.7361,-31.1444,13.0898,-127.21,0.2495660906312292,0.0040422870413029,-0.1763293405182724,0.0167846964778682,-0.1758429880764119,0.0056685244834533,-0.0004863524580634,0.0152725027259502
E_S_WW_WM_367,-1.48067,12.4366,10.28,13.8782,-0.27,2.08,5.64358,3.1589,-28.2529,36.6587,-4.19927,0.5,-19.3273,-0.3,44.1145,6.26847,-0.0114416,54.0266,27.8576,32.5931,-13.8043,-50.7219,-189.558,0.3031988916910299,0.0038564433760536,-0.1513299148438538,0.0219453838467209,-0.142598260026578,0.0095809168910175,-0.0087316547830159,0.0233432573619683
E_S_WW_WM_368,2.16049,14.8068,-0.445845,-9.62795,0.34,-0.7,-5.68636,-3.35797,-16.0728,36.2341,0.671944,0.0,12.7643,0.4,-23.6682,2.13762,-21.5449,36.8671,79.0221,39.3492,105.439,-41.9721,110.946,0.2933352955747508,0.0106209316104485,-0.167873222061794,0.0503708378188292,-0.1533714736910298,0.013635961740137,-0.0145017483864451,0.049874170751448
E_S_WW_WM_369,14.2746,-7.30354,17.9064,-12.8253,-0.23,-0.8,14.6135,1.24,-26.7376,-31.1449,-11.5907,-0.1,19.1786,0.2,14.8051,-9.30925,24.5642,24.9023,-0.150447,-2.83929,38.6138,-14.5143,98.5961,0.2491374425049834,0.0034413422584297,-0.0965773327468438,0.0156487179162912,-0.124715208820598,0.008549773117646,0.0281378760749069,0.0100342279316874
E_S_WW_WM_370,0.0321028,14.4162,16.5636,4.08502,1.41,0.97,14.0934,-4.58198,-8.4606,-37.3915,3.23229,-0.3,-9.36371,0.3,1.24733,-3.34723,3.94085,-2.00967,44.1109,19.0562,148.058,8.56311,145.963,0.2496199927774086,0.0088006223932729,-0.2424034984053156,0.0309707215061783,-0.1983930735614618,0.0067126454549838,-0.0440104248581129,0.0318115078055238
E_S_WW_WM_371,7.15261,3.67897,-7.871,6.36091,-1.15,1.98,-2.93004,8.5266,-9.32336,90.273,-12.4167,0.2,-11.5868,-0.3,47.8279,-14.9851,-18.9918,-0.384915,-12.8169,24.0643,-45.1738,-9.70051,-123.595,0.2932896619501661,0.0054149413681069,-0.216128804730897,0.0308843327307683,-0.107364892792691,0.0200622471992533,-0.1087639119249169,0.0163781067180808
E_S_WW_WM_372,-5.43353,2.2491,0.807548,14.6848,-1.1,2.24,10.8492,7.42514,-29.8766,46.9333,2.22963,0.1,-17.9017,-0.4,59.5076,-7.83249,-0.704175,14.3318,-5.3357,-31.738,73.9349,-23.9256,98.1639,0.2636588064385382,0.0049790753888143,-0.2767116127541528,0.0235011042865542,-0.2370147656710963,0.0047796501211926,-0.0396968471238205,0.0238438524517777
E_S_WW_WM_373,2.56111,0.454952,11.6737,1.91896,1.85,0.64,19.9271,-1.72269,-11.2404,-13.1895,-12.7985,0.5,5.8036,0.3,-13.6907,-11.8167,-29.7375,-13.6956,-40.2496,41.5646,101.901,-25.429,-139.33,0.2509906358538206,0.0053570104862835,-0.1963333271428571,0.0320959595949478,-0.1629081606578073,0.0121441981385625,-0.0334251665025116,0.0342667875124029
E_S_WW_WM_374,-7.86397,13.8181,14.7193,2.27114,0.64,0.14,13.9135,4.12307,-5.04534,-44.7844,-9.62279,0.5,8.94094,0.8,2.88088,5.34397,8.62141,20.2547,91.4513,47.1253,87.9634,-57.3813,-7.74828,0.2912482112591362,0.0054082594074818,-0.1993472145249169,0.0347090584454761,-0.232921550730897,0.0047727205143514,0.0335743362413056,0.0351616636304504
E_S_WW_WM_375,7.84568,12.9478,-7.92613,-2.22962,-0.76,-0.79,7.5682,4.65175,8.39538,106.244,-13.9971,0.1,8.21901,0.7,55.0952,7.1754,-12.3933,37.95,-56.0634,1.94394,-10.2436,82.6033,-34.7023,0.3188908619401993,0.0071276128628165,-0.2738321968239203,0.0418252863097138,-0.1306893988172757,0.0063021245682014,-0.1431427979700996,0.0404797656654484
E_S_WW_WM_376,9.5338,-5.61979,10.4146,0.173714,0.05,2.33,-8.52558,3.21573,-39.6617,24.6649,-10.9848,-0.2,12.8418,0.7,22.7503,15.1631,-2.22478,36.2583,-29.7137,14.1063,-25.5642,73.4766,145.119,0.2708314574352159,0.0037438544818087,-0.145163985730897,0.0162152815188985,-0.1222616394285714,0.007757116093285,-0.0229023462979701,0.0113525016004615
E_S_WW_WM_377,6.59004,13.4543,16.0419,15.6572,-1.28,-0.74,4.14508,6.6148,-26.2223,-53.3626,3.33563,0.7,20.9434,0.2,23.6494,9.24327,-23.2451,-9.11786,105.041,9.63446,10.3986,67.1766,-147.121,0.2566590194983388,0.0078566145731381,-0.0698405049815614,0.0292645689601069,-0.1211054741760797,0.0083273531008325,0.051264969190083,0.0258531705468454
E_S_WW_WM_378,-5.85281,11.4331,6.66028,10.0776,-1.76,1.26,3.68875,8.27648,-48.2206,-42.4613,-8.44396,0.4,12.0668,0.3,25.5269,-3.42303,-4.24254,6.63292,-7.07266,1.38409,-18.2984,-45.4098,36.4189,0.2717386742591361,0.0032256995776306,-0.1921316997541528,0.0182880243728907,-0.1843474122292359,0.0056473209444831,-0.0077842875042149,0.0197626061730581
E_S_WW_WM_379,4.64433,-3.60484,2.92762,7.73074,1.5,0.79,-2.86282,0.60241,-48.4737,87.8047,-3.58177,-0.4,-1.31421,1.0,-11.1022,-3.76751,-2.77237,-8.19073,102.337,-20.7042,-55.9908,52.4174,-69.7664,0.2659487415415282,0.0057377963296733,-0.1895619462524917,0.0267379433663913,-0.1207237607245847,0.0178472841291758,-0.0688381855196013,0.012622422713479
E_S_WW_WM_380,5.67397,14.5288,-1.59471,-0.378287,-1.44,1.77,11.7567,9.02932,-39.7583,146.815,-0.743109,0.0,21.1307,0.4,6.74988,7.56756,27.6696,43.8311,-49.1799,7.83182,19.207,-18.9778,-60.3991,0.3063661505714286,0.0080615586143337,-0.2610087436976744,0.0229562003466759,-0.1292653889003322,0.0048803943642182,-0.1317433547671096,0.0252471243454041
E_S_WW_WM_381,-2.90758,9.13463,2.88421,-9.32652,1.31,-1.12,8.38636,5.5701,-31.4208,116.714,-8.47613,0.5,12.3973,-0.3,1.84827,-19.6366,-24.3739,15.1146,55.8722,30.8079,65.8409,68.4052,146.609,0.3015188882990033,0.0074273239985736,-0.3019529113089701,0.0220199712083156,-0.2174407794717608,0.011006607122229,-0.0845121318624584,0.0192744505430779
E_S_WW_WM_382,1.89212,-7.68803,2.73007,15.3968,-0.44,0.25,19.6459,-0.785801,-1.86547,-9.33251,-10.1392,0.1,6.77047,0.9,28.0148,15.8398,-8.36349,28.8714,22.4127,18.5936,49.4075,89.4154,-71.723,0.2519695764053156,0.0029081752549838,-0.1221234884770764,0.0129986725238984,-0.1568291090332225,0.0053334413277488,0.0347056205481727,0.0132611729646544
E_S_WW_WM_383,-2.60186,7.7218,-7.75726,-10.7556,2.08,-0.56,-5.14719,9.28748,23.5045,-0.991177,-5.23517,0.0,-2.48029,0.3,-23.244,5.62955,27.3481,31.2438,55.5281,-49.9954,127.691,37.5974,-35.403,0.2866923060099667,0.0044150798517547,-0.1900241100830564,0.0218231896354837,-0.2132030113355481,0.0068313682625989,0.0231789012415681,0.0199584783757072
E_S_WW_WM_384,8.59772,3.7762,0.156322,4.84134,0.46,-0.15,13.7383,-3.13467,40.6232,13.3265,2.29397,0.1,-18.5414,0.7,-0.0869685,-19.8407,-28.4745,54.601,23.6312,38.6043,58.2851,81.4733,-53.5541,0.273819975192691,0.0048494630597546,-0.0652669194581395,0.0212095670668377,-0.0972020207036544,0.0047311810737367,0.0319351012437495,0.022844210061161
